siteID,plotID,date,subplotID,nestedSubplotID,tagID,stemDiameter,measurementHeight,basalDiameter,basalDiameterHeight,growthForm,stemStatus,VD1height,VD2height,maxCanopyDiameter,ninetyCanopyDiameter,canopyPosition,shrubShape,maxBaseCanopyDiameter,ninetyBaseCanopyDiameter,measuredBy,recordedBy,remarks
JERC,JERC_048,20150917,39,1,3472,1.4,10,,,sis,2,1.2,0,1,0.7,,ohs,,,jkilmer@field-ops.org,mkerstein@neoninc.org,canopy position measurements not recorded; no transcription errors
JERC,JERC_048,20150917,39,1,3473,1.9,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3474,1,10,,,sap,6,0.9,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,39,1,3476,1.5,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3477,1.1,10,,,sap,7,0.9,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3478,1,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3479,1,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_047,20150819,21,,2541,40.8,130,,,sbt,6,20.7,1.4,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,
JERC,JERC_047,20150819,21,,2542,25,130,,,sbt,1,6.3,1.4,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,transcription error: VD1 and VD2 missing originally
JERC,JERC_047,20150819,21,,2543,46.1,130,,,sbt,1,11.9,1.1,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,lianas attached
JERC,JERC_047,20150819,21,,2544,35.4,130,,,sbt,1,13.9,1.2,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,no transcription error
JERC,JERC_047,20150819,21,,2545,23.5,130,,,sbt,6,15.8,1.2,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,
JERC,JERC_047,20150819,21,1,5009,1.2,10,,,sap,1,1.5,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,
JERC,JERC_047,20150819,21,,5015,1.1,130,,,smt,1,0,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,
JERC,JERC_047,20150819,21,,5011,1.3,130,,,lia,1,0,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@field-ops.org,transcription error: change growthform from smt to lia
JERC,JERC_048,20150917,21,1,3444,1,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3445,1,10,,,sap,6,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3446,1.3,10,,,sap,2,1.1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3447,1.6,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3448,2.3,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3449,2.5,10,,,sap,2,1.7,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3450,2.1,10,,,sap,2,1.5,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3451,1.5,10,,,sap,2,1.1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3452,1.8,10,,,sap,2,1.1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3453,1.5,10,,,sms,2,1.5,0,0.9,0.9,,cyl,,,jkilmer@field-ops.org,mkerstein@neoninc.org,transcription error: growthform is sms not sis
JERC,JERC_048,20150917,21,1,3455,1.4,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3456,1.6,10,,,sap,6,1.1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3457,1.5,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3458,1,10,,,sap,6,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,1,3459,1.1,10,,,sms,2,0.9,0,0.6,0.4,,cyl,,,jkilmer@field-ops.org,mkerstein@neoninc.org,transcription error: shrub shape not recorded
JERC,JERC_048,20150917,21,4,3460,1.5,10,,,sms,2,1.6,0,1.3,0.7,,ohs,,,jkilmer@field-ops.org,mkerstein@neoninc.org,transcription error: shrub shape is sms not sis
JERC,JERC_048,20150917,21,4,3467,1,10,,,sap,6,0.6,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,tag changed; no transcription errors
JERC,JERC_048,20150917,21,4,3468,1.1,10,,,sap,6,1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,transcription error: VD1 missing
JERC,JERC_048,20150917,21,4,3469,2.2,10,,,sms,2,2.1,0,1.2,1.1,,cyl,,,jkilmer@field-ops.org,mkerstein@neoninc.org,transcription error: shrub shape is sms not sis
JERC,JERC_048,20150917,21,4,3470,1,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,,3436,45.6,130,,,sbt,1,19.1,1,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,,3437,38.7,130,,,sbt,1,18.9,1,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,21,,3438,15.2,130,,,sbt,1,10,1,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_055,20150825,41,1,4339,3,10,,,sap,7,1.3,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_055,20150825,41,1,4340,1,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,dead; tag removed
JERC,JERC_055,20150825,41,1,4345,1.5,10,,,sap,6,0.9,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_055,20150825,41,1,4346,1.1,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,tag removed
JERC,JERC_055,20150825,41,1,4347,1.2,10,,,sap,7,1.1,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_055,20150825,41,1,4348,1,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,tag removed
JERC,JERC_055,20150825,41,1,4349,1.1,10,,,sap,6,1.3,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_055,20150825,41,4,4350,1,10,,,sap,6,1.2,0,0,0,,,,,jkilmer@field-ops.org,cproia@field-ops.org,
JERC,JERC_048,20150917,39,1,3481,1,10,,,sis,2,1,0,0.7,0.7,,cyl,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3482,1,10,,,sap,2,1.1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3483,1.3,10,,,sis,2,0.9,0,0.8,0.4,,ohs,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3484,1,10,,,sis,2,1.1,0,0.8,0.6,,ohs,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,1,3485,1.8,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,39,3,3486,1.3,10,,,sap,6,1.4,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3487,1,10,,,sap,6,1.1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3488,1.2,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3490,1.5,10,,,sap,2,0.8,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3491,1.5,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3492,1.2,10,,,sap,2,0.8,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,no transcription errors
JERC,JERC_048,20150917,39,3,3493,1.6,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3494,1,10,,,sap,2,0,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3495,1.5,10,,,sap,2,0.8,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3496,1,10,,,sap,6,1,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3497,1.4,10,,,sap,2,0.7,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,3498,1,10,,,sap,2,0.6,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_049,20150909,21,2,4187,10.1,10,130,,sbt,5,9.8,1,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,No D10 or height recorded
JERC,JERC_049,20150909,21,1,4189,1.5,10,,,sap,2,1.5,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4196,1,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4197,1.4,10,,,sap,2,3.3,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4192,1,10,,,sap,6,1.1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4194,1.1,10,,,sap,6,1.1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4195,1.3,10,,,sis,2,1.3,0,1.3,1.1,,cyl,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4198,1,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4199,1,10,,,sap,2,0.6,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4200,1.7,10,,,sap,2,1.1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4201,1.1,10,,,sap,2,0.8,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4202,1.6,10,,,sap,2,1.1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4203,1.4,10,,,sap,2,0.8,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4204,1.2,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4205,1,10,,,sap,6,0.7,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4206,1.3,10,,,sap,2,0.7,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4206,1.3,10,,,sap,2,0.7,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4208,1.6,10,,,sap,2,1.3,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4209,1,10,,,sap,6,1.1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4210,1,10,,,sap,2,1.1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4211,1,10,,,sap,2,1,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4212,2.3,10,,,sap,2,1.7,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4213,1.4,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4214,1.1,10,,,sap,6,0.9,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4216,1.1,10,,,sap,2,1.2,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4217,1.1,10,,,sap,2,0.6,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4218,1,10,,,sap,1,1.2,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4144,13.2,130,,,sbt,5,13.3,0.7,0,0,,,,,psoucy@field-ops.org,eparons@field-ops.org,
JERC,JERC_049,20150909,21,1,4145,17.9,130,,,sbt,1,16.5,1,0,0,,,,,psoucy@field-ops.org,eparons@field-ops.org,
JERC,JERC_049,20150909,21,1,4146,12.8,130,,,sbt,1,14.4,1,0,0,,,,,psoucy@field-ops.org,eparons@field-ops.org,
JERC,JERC_049,20150909,21,1,4147,14,130,,,sbt,1,13,1.1,0,0,,,,,psoucy@field-ops.org,eparons@field-ops.org,
JERC,JERC_049,20150909,21,1,4148,13.8,130,,,sbt,1,15.5,0.8,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4149,12.6,130,,,sbt,7,11.1,1.3,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4150,13.3,130,,,sbt,1,11.2,1.3,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4177,1.7,10,,,sap,2,1.4,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4178,2.1,10,,,sap,2,1.7,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4179,1.1,10,,,sis,6,0.9,0,1.3,0.7,5,ohs,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,,4180,1.9,10,,,sap,2,1.4,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4181,1.1,10,,,sap,2,0.9,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4182,3.1,10,,,sap,1,0.6,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4183,1,10,,,sap,6,0.8,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_048,20150917,39,3,3500,1,10,,,sap,6,1.2,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,4001,1,10,,,sap,2,0.7,0,0,0,,,,,jkilmer@field-ops.org,mkerstein@neoninc.org,
JERC,JERC_048,20150917,39,3,4004,0.9,10,,,sap,2,0.8,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,no transcription errors
JERC,JERC_048,20150917,39,3,4008,1.1,10,,,sap,2,1.3,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,3,4009,1.1,10,,,sap,2,0.6,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,3,4012,1.8,10,,,sap,2,1.1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,no transcription errors
JERC,JERC_048,20150917,39,3,4013,1.8,10,,,sap,2,1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,3,4014,1.7,10,,,sap,2,1.1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,3,4015,1.5,10,,,sap,2,1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,,3443,33.8,130,,,sbt,1,23,1,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,1,5376,1.2,10,,,sap,1,0.9,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,1,5375,1.3,10,,,sap,4,1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,1,5374,1,10,,,sap,1,1.1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,1,5373,13.7,130,,,sbt,2,1.5,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,
JERC,JERC_048,20150917,39,3,5372,1,10,,,sap,4,1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,"error on field datasheet: nested subplot ID recoreded as 4 which is not a possible loaction for individuals this size in subplot 39, either a mistake in nested subplot ID or in location"
JERC,JERC_048,20150917,39,3,5371,1,10,,,sap,1,1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,"error on field datasheet: nested subplot ID recoreded as 4 which is not a possible loaction for individuals this size in subplot 39, either a mistake in nested subplot ID or in location"
JERC,JERC_048,20150917,39,3,5370,1.2,10,,,sap,1,0.7,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,"error on field datasheet: nested subplot ID recoreded as 4 which is not a possible loaction for individuals this size in subplot 39, either a mistake in nested subplot ID or in location"
JERC,JERC_049,20150909,21,2,4184,1,10,,,sap,2,1.3,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4185,1,10,,,sap,2,0.8,0,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,2,4186,9.1,130,,,smt,1,9.3,1.1,0,0,,,,,jkilmer@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4219,1.2,10,,,sap,2,1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4220,1.2,10,,,sap,2,1.1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4221,1.4,10,,,sap,2,0.8,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4223,1.3,10,,,sap,6,2,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4224,1.2,1,,,sap,2,1.6,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4225,1.2,10,,,sap,6,1.2,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4226,1.7,10,,,sap,6,1.7,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4227,1.1,10,,,sap,2,1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4228,1.1,10,,,sap,6,1.6,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4229,1,10,,,sap,2,0.7,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4230,1,10,,,sap,6,1.1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_048,20150917,39,3,5369,1.1,10,,,sap,1,0.9,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,"error on field datasheet: nested subplot ID recoreded as 4 which is not a possible loaction for individuals this size in subplot 39, either a mistake in nested subplot ID or in location"
JERC,JERC_048,20150917,39,3,5368,1.5,10,,,sap,1,1.1,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,"error on field datasheet: nested subplot ID recoreded as 4 which is not a possible loaction for individuals this size in subplot 39, either a mistake in nested subplot ID or in location"
JERC,JERC_048,20150917,39,3,5367,1,10,,,sap,1,1.2,0,0,0,,,,,ecayia@field-ops.org,smatlick@field-ops.org,"error on field datasheet: nested subplot ID recoreded as 4 which is not a possible loaction for individuals this size in subplot 39, either a mistake in nested subplot ID or in location"
JERC,JERC_049,20150909,21,4,4231,1,10,,,sap,2,1.1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4232,1.8,10,,,sap,2,1.2,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,4,4233,8.7,10,,,sap,1,8.4,1.1,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4237,2.1,10,,,sap,2,1.3,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4235,1.1,10,,,sap,6,1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4236,2.8,10,,,sap,2,1.1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4237,1.5,10,,,sap,2,1.2,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,3,4238,1.5,10,,,sap,2,1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,4193,3.1,130,,,smt,1,3,0.8,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
JERC,JERC_049,20150909,21,1,3718,1.1,10,,,sap,1,1.1,0,0,0,,,,,psoucy@field-ops.org,eparsons@field-ops.org,
